total_outlayed_amount,awarding_agency_name,BAC,BRK.B,CMCSA,COST,CRM,CSCO,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,NFLX,NGL,NSRGY,NVDA,ORCL,PEP,PFE,PG,T,TMO,UNH,V,WFC,WMT,AAPL,ABT,ACN,ADBE,AMD,AMZN,BA,TSLA,VZ,XOM
106630.4,Department of State,-0.0007507507507508,0.0006615214994487,0.0096153846153845,0.0192653304181593,0.0245985170608287,0.0041896781565415,0.0012988418660029,0.0085900110443,0.0149977944419938,0.0420017873100984,0.0010029461543283,-0.0008533636751528,0.0024634110998407,0.0170525378450578,0.0117239975575005,0.0034901113511716,0.0138684633537398,-0.0006446265770329,0.0126239195194608,0.0282653293822658,0.0388768898488121,-0.0049240869922035,0.040479173191356,0.0258869212213921,0.0191974164224626,-0.0006849315068493,0.006223073240785,0.0036730945821854,-0.0056775486348834,-0.003392967304133,0.0042733481865662,0.0024492652204339,0.0077117572692793,0.0184040777662501,0.0112032462949893,0.0100336322869953,0.018345988097681,0.0107036322161784,0.0106194690265486,-0.0080815855301135,0.0152389652451936,0.0038777372262772,-0.0265613783201722
499998.0,Department of State,-0.0054739985070912,-0.002127659574468,-0.0072463768115941,-0.0170168298317017,0.0078146707418726,-0.0003734129947722,-0.0065170940170939,0.0013591993080439,-0.0146850289614728,-0.010230179028133,-0.0008714596949892,-0.0027176459563301,-0.0045996837717405,-0.0098397373170677,-0.0038603860386038,0.0006911759865715,-0.0113122555079506,-0.0078897252199147,-0.0038806113160542,0.0039316497807349,-0.002079002079002,0.0012311480455524,0.0162834526950621,-0.0161534578495708,0.0026080908774777,-0.0281550182179529,-0.001890470845395,-0.032375740994072,-0.0091113892365457,0.0109603869963803,0.0019499512512188,0.0036496350364962,-0.0098258706467662,-0.0021782695826435,-0.0028460543337645,-0.010983893941054,0.0192074158031088,-0.0399953221845398,0.0079926553977427,-0.0184106580973422,-0.0094586185438705,-0.0262978916345498,0.0086002129576541
80000.0,Department of State,0.0054879503698401,0.0058698204269751,0.0033357159876101,0.0054509081100522,-0.0112810314085858,-0.0035010134512623,-0.0078972307044329,0.0030310378273521,0.0003851523759086,-0.0332764505119453,0.0154702970297029,0.0041087231352718,0.0,-0.0174177792600401,0.0011250148028263,0.0112961528530854,-0.0070288946851393,0.0167745464490838,-0.000954335067042,-0.0098457223001402,-0.0399999999999999,-0.0035834954438416,-0.0468602882595784,-0.0115262321144674,-0.0011357183418511,0.0123796423658872,0.0061445713291983,0.0117591721542802,-0.0054157902582023,-0.0811199207135778,-0.004952258800057,0.0139961389961391,0.0169385975837588,0.0110246433203631,-0.0102345415778252,0.0111354909489851,-0.0031786520160894,-0.0522175833484602,0.0007998293697344,0.0225518491173903,0.0018707793392955,0.0127344292660338,-0.0300612508059316
18651550.0,Department of State,0.0156620787850023,0.0065055762081784,0.0033246259795773,-0.0080817339399291,0.0087046991503381,0.0425295857988166,0.0268520483973677,-0.0018131270397679,0.0072910149670339,-0.0154457193292145,0.0010968921389398,0.0056207563289716,0.003269832243389,0.0033942101344544,0.0134850068016483,-0.0013403970128293,-0.0161700240503522,-0.0099524791535909,-0.006256865835602,-0.0056375534717697,0.0,-0.0057542129058774,0.0313069908814589,0.0039060256189327,-0.0080727686185333,0.0078125,-0.0068560235063662,0.0092980009298,-0.0149370545527209,0.0270542343022526,0.0294675785026314,0.0136442963668095,-0.00526638089406,-0.0088518280949325,0.0152520465316674,0.0097650952096781,-0.0108064484380843,-0.0032558733401429,-0.004262347487879,0.0167377748605186,0.0080156669854716,0.0038866026520345,0.0025758205234731
78593.54,Department of State,-0.0065727699530516,-0.0022539444027047,-0.0071039545346909,0.0048232782478057,0.0062862835354333,0.0063829787234042,0.0076652164905737,0.0030074265021786,-0.0014436958614052,0.0147058823529411,0.0039520885267829,0.0042331343017556,0.0077253218884119,0.0009268143754361,0.0050218000622859,0.005910390848427,-0.000797323765448,-0.0095671981776764,0.0034555576886159,0.1108703555587871,0.0,0.0036429872495447,0.0078142116409845,-0.0056352459016394,0.002232781817141,-0.0017082336863682,-0.0058045042953331,0.0055223193741371,0.0041051314142679,0.0063247531049592,0.0007920382933297,-0.0003106554830691,0.0051922363703795,0.0122765453370665,0.0127237255068284,0.0045581767293083,-0.0038846285449751,-0.001792,0.0077854209993069,-0.0019960079840319,-0.0008601566390511,0.0031927023945268,-0.0028250934773575
239735.81,Department of State,0.0129310344827586,-0.0058385039641504,0.0250431778929187,0.007578064210562,-0.0101616945312232,0.0001767096660187,0.0012419788863589,0.0065216066313158,-0.0111958661417321,-0.0192644483362522,0.0038076521525516,0.0050224215246637,0.0,0.0033328551090903,-0.0038640026407253,-0.00063514243069,0.0119097294665833,0.0028211397404551,0.0208462677300731,-0.0101415674744518,0.0047846889952154,-0.011841445057702,-0.0008350149606847,0.0089203499079191,-0.0036569338894919,-0.003110957483581,0.0009437300931933,-0.0073868882733149,-0.0150998538723818,-0.0028172957460583,-0.0071814537214571,0.0123398937831928,0.0149733943818832,-0.0026217861975641,-0.0074365330370116,-0.0112756960880779,-0.0092423298708081,-0.0241291956934769,0.00333209922251,0.0003754223501439,-0.0040210189627598,-0.0503432494279176,0.0051632245169888
70045.36,Department of State,0.0129310344827586,-0.0058385039641504,0.0250431778929187,0.007578064210562,-0.0101616945312232,0.0001767096660187,0.0012419788863589,0.0065216066313158,-0.0111958661417321,-0.0192644483362522,0.0038076521525516,0.0050224215246637,0.0,0.0033328551090903,-0.0038640026407253,-0.00063514243069,0.0119097294665833,0.0028211397404551,0.0208462677300731,-0.0101415674744518,0.0047846889952154,-0.011841445057702,-0.0008350149606847,0.0089203499079191,-0.0036569338894919,-0.003110957483581,0.0009437300931933,-0.0073868882733149,-0.0150998538723818,-0.0028172957460583,-0.0071814537214571,0.0123398937831928,0.0149733943818832,-0.0026217861975641,-0.0074365330370116,-0.0112756960880779,-0.0092423298708081,-0.0241291956934769,0.00333209922251,0.0003754223501439,-0.0040210189627598,-0.0503432494279176,0.0051632245169888
1130000.0,Department of State,0.0129310344827586,-0.0058385039641504,0.0250431778929187,0.007578064210562,-0.0101616945312232,0.0001767096660187,0.0012419788863589,0.0065216066313158,-0.0111958661417321,-0.0192644483362522,0.0038076521525516,0.0050224215246637,0.0,0.0033328551090903,-0.0038640026407253,-0.00063514243069,0.0119097294665833,0.0028211397404551,0.0208462677300731,-0.0101415674744518,0.0047846889952154,-0.011841445057702,-0.0008350149606847,0.0089203499079191,-0.0036569338894919,-0.003110957483581,0.0009437300931933,-0.0073868882733149,-0.0150998538723818,-0.0028172957460583,-0.0071814537214571,0.0123398937831928,0.0149733943818832,-0.0026217861975641,-0.0074365330370116,-0.0112756960880779,-0.0092423298708081,-0.0241291956934769,0.00333209922251,0.0003754223501439,-0.0040210189627598,-0.0503432494279176,0.0051632245169888
134915.91,Department of State,0.0129310344827586,-0.0058385039641504,0.0250431778929187,0.007578064210562,-0.0101616945312232,0.0001767096660187,0.0012419788863589,0.0065216066313158,-0.0111958661417321,-0.0192644483362522,0.0038076521525516,0.0050224215246637,0.0,0.0033328551090903,-0.0038640026407253,-0.00063514243069,0.0119097294665833,0.0028211397404551,0.0208462677300731,-0.0101415674744518,0.0047846889952154,-0.011841445057702,-0.0008350149606847,0.0089203499079191,-0.0036569338894919,-0.003110957483581,0.0009437300931933,-0.0073868882733149,-0.0150998538723818,-0.0028172957460583,-0.0071814537214571,0.0123398937831928,0.0149733943818832,-0.0026217861975641,-0.0074365330370116,-0.0112756960880779,-0.0092423298708081,-0.0241291956934769,0.00333209922251,0.0003754223501439,-0.0040210189627598,-0.0503432494279176,0.0051632245169888
14703.0,Department of State,0.0129310344827586,-0.0058385039641504,0.0250431778929187,0.007578064210562,-0.0101616945312232,0.0001767096660187,0.0012419788863589,0.0065216066313158,-0.0111958661417321,-0.0192644483362522,0.0038076521525516,0.0050224215246637,0.0,0.0033328551090903,-0.0038640026407253,-0.00063514243069,0.0119097294665833,0.0028211397404551,0.0208462677300731,-0.0101415674744518,0.0047846889952154,-0.011841445057702,-0.0008350149606847,0.0089203499079191,-0.0036569338894919,-0.003110957483581,0.0009437300931933,-0.0073868882733149,-0.0150998538723818,-0.0028172957460583,-0.0071814537214571,0.0123398937831928,0.0149733943818832,-0.0026217861975641,-0.0074365330370116,-0.0112756960880779,-0.0092423298708081,-0.0241291956934769,0.00333209922251,0.0003754223501439,-0.0040210189627598,-0.0503432494279176,0.0051632245169888
