total_outlayed_amount,awarding_agency_name,BAC,BRK.B,CMCSA,COST,CRM,CSCO,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,NFLX,NGL,NSRGY,NVDA,ORCL,PEP,PFE,PG,T,TMO,UNH,V,WFC,WMT,AAPL,ABT,ACN,ADBE,AMD,AMZN,BA,TSLA,VZ,XOM
26441.83,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
8943.31,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
66253.34,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
145857.79,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
90358.87,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
13527.96,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
16133.08,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
24049.01,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
3724484.97,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
1550.0,Department of Commerce,-0.0046728971962616,0.0003435761987589,-0.0004733727810651,-0.0023552480335369,0.0008595200440073,0.0003547357218871,-0.0021705426356588,-0.0135020586098327,-0.0071904636774084,0.0058269834155089,0.0011565619673727,0.0034877481666963,-0.009494119314156,0.0007638419065494,-0.0006030307156613,0.0056883548510799,0.0002427226546923,-0.0060677413512044,0.0014418917619918,-0.0204415954415955,-0.0046296296296297,0.0212897891690779,0.008915414087828,0.0052068432797389,0.0010889500229251,-0.0134816312773846,-0.0005801137022856,0.0009212344541684,0.0130166511706535,-0.009293940560787,0.0099819143016137,0.007669431835968,-0.0040630386604284,0.0015963413581845,0.0005941266338482,0.0077633911782086,-0.0113622796195328,0.0007685902773331,0.0034244742896891,0.0026468689477081,-0.0019879817467132,-0.0013664313368252,-0.0025692027183822
