t,v_MA,vw,o_MA,c_MA,h_MA,l_MA,n,t_a,MA_SMA_10,MA_SMA_50,MA_Returns
2024-10-29,1928870.0,508.2452,507.54,506.28,511.39,505.7,51706,2024-10-29 04:00:00,511.84000000000003,493.13739999999996,-0.003797642706755089
2024-10-30,2992899.0,513.6843,512.52,513.69,516.45,507.0,70896,2024-10-30 04:00:00,511.802,494.0288,0.014636169708461821
2024-10-31,5344298.0,505.1359,521.25,499.59,527.8999,499.03,113953,2024-10-31 04:00:00,510.38499999999993,494.6606,-0.02744846113414723
2024-11-01,3600846.0,507.764,500.44,508.08,510.55,498.53,66632,2024-11-01 04:00:00,509.559,495.4458,0.016993935026721863
2024-11-04,2092485.0,505.7402,509.14,505.58,510.0,503.03,54754,2024-11-04 05:00:00,508.616,496.22860000000003,-0.004920484962997906
2024-11-05,1826576.0,505.3729,505.58,505.56,508.15,503.61,49834,2024-11-05 05:00:00,507.87,496.967,-3.9558526840455244e-05
2024-11-06,3365810.0,519.8886,520.86,521.13,523.0,515.94,87712,2024-11-06 05:00:00,508.61,497.88980000000004,0.030797531450272864
2024-11-07,2258174.0,518.8733,523.99,517.88,524.03,516.5901,56810,2024-11-07 05:00:00,509.33600000000007,498.8114,-0.006236447719379035
2024-11-08,2125018.0,525.4991,520.34,524.76,528.84,519.53,61206,2024-11-08 05:00:00,511.076,499.69059999999996,0.013284930872016654
2024-11-11,1896805.0,530.9425,528.85,530.12,534.025,528.515,54679,2024-11-11 05:00:00,513.267,500.62620000000004,0.010214193154966189
2024-11-12,2303948.0,529.4233,529.1,529.17,530.9,527.3,54182,2024-11-12 05:00:00,515.5559999999999,501.5672,-0.0017920470836793045
2024-11-13,2606735.0,522.075,530.01,521.88,530.5,516.415,69654,2024-11-13 05:00:00,516.3749999999999,502.342,-0.013776291172968969
2024-11-14,2229200.0,520.3494,520.62,520.4,522.36,517.65,57772,2024-11-14 05:00:00,518.456,503.20279999999997,-0.0028359009734039153
2024-11-15,2256919.0,521.3056,518.525,521.89,523.39,518.0,59436,2024-11-15 05:00:00,519.837,504.1182,0.0028631821675635383
2024-11-18,2108607.0,521.1594,518.59,521.63,523.49,517.0,57689,2024-11-18 05:00:00,521.442,504.809,-0.0004981892736016791
2024-11-19,2658082.0,519.8252,518.78,519.46,522.65,516.756,52769,2024-11-19 05:00:00,522.832,505.4378,-0.00416003680769883
2024-11-20,2289316.0,513.2935,521.53,512.54,522.5,511.0,60544,2024-11-20 05:00:00,521.973,505.925,-0.013321526200285039
2024-11-21,2830725.0,515.9824,513.23,515.1,520.12,511.58,72045,2024-11-21 05:00:00,521.6949999999999,506.3848,0.004994732118468903
2024-11-22,2439954.0,519.324,516.93,520.86,521.705,516.18,62762,2024-11-22 05:00:00,521.3050000000001,506.93479999999994,0.01118229470005816
2024-11-25,3778017.0,525.4623,521.64,526.6,528.25,521.02,75742,2024-11-25 05:00:00,520.953,507.51259999999996,0.011020235763928854
2024-11-26,2181595.0,528.2941,527.9,528.48,530.6499,525.06,56090,2024-11-26 05:00:00,520.884,508.0624,0.003570072161033
2024-11-27,1966895.0,531.7622,529.05,532.38,533.62,526.58,51946,2024-11-27 05:00:00,521.934,508.81479999999993,0.007379654859218876
2024-11-29,1572251.0,532.7918,533.01,532.94,535.7699,530.025,34489,2024-11-29 05:00:00,523.188,509.6134,0.0010518802359218427
2024-12-02,2115654.0,530.4154,532.93,531.36,534.82,526.23,55226,2024-12-02 05:00:00,524.135,510.3858,-0.0029646864562615782
2024-12-03,2197025.0,527.783,534.67,526.18,534.82,525.96,50733,2024-12-03 05:00:00,524.59,510.96659999999997,-0.009748569707919374
2024-12-04,2480971.0,520.7343,523.64,521.14,526.275,518.17,61677,2024-12-04 05:00:00,524.758,511.6412,-0.00957847124558131
2024-12-05,2439151.0,525.3276,524.6,524.77,527.47,522.17,58596,2024-12-05 05:00:00,525.981,512.3475999999999,0.006965498714357032
2024-12-06,2044041.0,528.4993,522.93,528.57,531.0,522.5,57491,2024-12-06 05:00:00,527.328,513.0936,0.007241267602950074
2024-12-09,2509461.0,524.5627,529.02,522.82,531.59,521.875,64779,2024-12-09 05:00:00,527.5240000000001,513.6772,-0.010878407779480459
