t,v_BA,vw,o_BA,c_BA,h_BA,l_BA,n,t_a,BA_SMA_10,BA_SMA_50,BA_Returns
2024-10-18,5936954.0,154.8677,155.84,155.0,156.37,153.9,74962,2024-10-18 04:00:00,152.41199999999998,160.9728,-0.001996007984031989
2024-10-21,13192325.0,160.629,160.25,159.82,163.44,158.36,171376,2024-10-21 04:00:00,152.803,160.811,0.031096774193548393
2024-10-22,7345422.0,159.7353,160.5,159.88,160.66,158.37,107382,2024-10-22 04:00:00,153.326,160.726,0.0003754223501439835
2024-10-23,15854572.0,156.8256,160.0,157.06,161.4725,153.53,200494,2024-10-23 04:00:00,154.095,160.492,-0.017638228671503553
2024-10-24,9446752.0,154.2011,152.61,155.2,155.89,151.98,125362,2024-10-24 04:00:00,154.953,160.226,-0.011842607920540038
2024-10-25,8022842.0,155.7365,156.2,155.01,157.48,154.5202,103760,2024-10-25 04:00:00,155.352,159.798,-0.001224226804123707
2024-10-28,20983637.0,152.3274,153.5,150.69,155.2,150.61,221937,2024-10-28 04:00:00,155.522,159.21200000000002,-0.027869169730985077
2024-10-29,64874594.0,152.4589,147.86,152.98,155.99,147.58,548317,2024-10-29 04:00:00,155.58499999999998,158.6788,0.015196761563474714
2024-10-30,47940621.0,154.7766,152.51,154.29,156.91,152.51,271419,2024-10-30 04:00:00,155.524,158.3226,0.00856321087723888
2024-10-31,28707267.0,149.784,154.31,149.31,154.48,147.88,247833,2024-10-31 04:00:00,154.924,157.8402,-0.03227688119774441
2024-11-01,18599405.0,154.0091,152.78,154.59,156.0,151.23,189758,2024-11-01 04:00:00,154.88299999999998,157.4768,0.03536266827406065
2024-11-04,9671348.0,155.3482,154.62,155.07,156.72,152.46,112813,2024-11-04 05:00:00,154.408,157.079,0.0031049873859887445
2024-11-05,23037155.0,153.1671,157.47,151.0,157.66,150.65,234398,2024-11-05 05:00:00,153.51999999999998,156.6294,-0.026246211388405216
2024-11-06,27925776.0,147.4888,152.3,147.16,153.2,144.13,323730,2024-11-06 05:00:00,152.53,156.1116,-0.025430463576158968
2024-11-07,14555082.0,150.7949,148.8,150.98,152.8,148.03,151875,2024-11-07 05:00:00,152.108,155.717,0.02595814079913006
2024-11-08,12812142.0,151.3211,151.12,151.68,152.6,149.43,133082,2024-11-08 05:00:00,151.775,155.3054,0.004636375678898075
2024-11-11,12591969.0,149.3446,152.0,148.96,152.5,148.07,144883,2024-11-11 05:00:00,151.602,154.8098,-0.01793248945147674
2024-11-12,16656086.0,145.6552,148.4,145.17,148.5,143.85,201008,2024-11-12 05:00:00,150.82099999999997,154.49280000000002,-0.02544307196562845
2024-11-13,21153064.0,141.3997,145.58,139.97,145.58,139.1,236272,2024-11-13 05:00:00,149.38899999999998,154.0278,-0.03582007301784107
2024-11-14,15545626.0,139.0369,140.8,138.14,141.55,137.22,171429,2024-11-14 05:00:00,148.272,153.5476,-0.013074230192184122
2024-11-15,11553453.0,139.2995,138.14,140.19,140.3247,137.03,134306,2024-11-15 05:00:00,146.832,153.19899999999998,0.014840017373678904
2024-11-18,12029472.0,142.5644,140.255,143.87,144.69,138.2,126586,2024-11-18 05:00:00,145.71200000000002,152.8182,0.02625008916470506
2024-11-19,8155746.0,144.8803,143.0,145.6,145.99,142.6901,99087,2024-11-19 05:00:00,145.17199999999997,152.52880000000002,0.01202474456106195
2024-11-20,9073355.0,146.112,146.04,146.08,147.3,145.0201,91226,2024-11-20 05:00:00,145.06400000000002,152.2238,0.003296703296703507
2024-11-21,7713300.0,143.5894,146.39,143.41,146.42,141.34,104603,2024-11-21 05:00:00,144.307,151.8366,-0.018277656078861004
2024-11-22,13210220.0,148.0293,143.61,149.29,150.339,143.49,149452,2024-11-22 05:00:00,144.06799999999998,151.687,0.04100132487274255
2024-11-25,11188615.0,152.0387,150.7,153.1,153.28,150.26,133589,2024-11-25 05:00:00,144.482,151.638,0.025520798445977544
2024-11-26,8195002.0,151.3791,152.5,150.76,153.1398,149.8,100220,2024-11-26 05:00:00,145.041,151.5254,-0.0152841280209014
2024-11-27,5124612.0,151.7319,151.11,152.4,152.91,150.25,70791,2024-11-27 05:00:00,146.284,151.4712,0.01087821703369607
2024-11-29,6881554.0,155.6692,153.0,155.44,157.5025,152.85,80700,2024-11-29 05:00:00,148.01399999999998,151.4882,0.01994750656167965
2024-12-02,9893534.0,157.9221,155.91,156.54,160.35,155.7,123189,2024-12-02 05:00:00,149.649,151.5532,0.007076685537828142
2024-12-03,6058317.0,155.6697,156.0,155.0,156.6486,154.42,76236,2024-12-03 05:00:00,150.762,151.5272,-0.009837741152421087
2024-12-04,9174592.0,157.7647,155.88,158.28,160.2,154.21,105619,2024-12-04 05:00:00,152.03,151.57659999999998,0.021161290322580628
2024-12-05,7076097.0,157.5406,158.5,156.67,160.02,156.0475,94753,2024-12-05 05:00:00,153.089,151.66559999999998,-0.010171847359110475
2024-12-06,8110102.0,155.3941,157.03,153.93,158.9533,153.37,94200,2024-12-06 05:00:00,154.14100000000002,151.6526,-0.017488989595965898
2024-12-09,12912986.0,158.803,154.27,157.04,161.95,154.27,146684,2024-12-09 05:00:00,154.916,151.667,0.020203988826089647
