t,v_NVDA,vw,o_NVDA,c_NVDA,h_NVDA,l_NVDA,n,t_a,NVDA_SMA_10,NVDA_SMA_50,NVDA_Returns
2024-09-17,229361887.0,116.5584,118.17,115.59,118.8,114.83,1475468,2024-09-17 04:00:00,111.83399999999999,117.1164,-0.010190101044699418
2024-09-18,306563287.0,115.0409,115.89,113.37,117.7,113.22,1857120,2024-09-18 04:00:00,112.55,116.75619999999999,-0.019205813651699932
2024-09-19,290949160.0,118.5321,117.35,117.87,119.66,117.25,1829210,2024-09-19 04:00:00,113.61600000000001,116.41539999999999,0.039693040486901365
2024-09-20,364410818.0,116.4268,117.06,116.0,118.6181,115.3901,1540725,2024-09-20 04:00:00,114.93300000000002,116.1874,-0.01586493594638161
2024-09-23,203814270.0,115.9959,116.55,116.26,116.99,114.86,1275899,2024-09-23 04:00:00,115.912,115.92779999999999,0.0022413793103448487
2024-09-24,351200500.0,119.6015,116.515,120.87,121.8,115.38,1971910,2024-09-24 04:00:00,117.189,115.7764,0.03965250301049372
2024-09-25,279958096.0,123.5728,122.02,123.51,124.94,121.61,1733107,2024-09-25 04:00:00,117.849,115.71940000000001,0.021841648051625695
2024-09-26,300145021.0,124.5617,126.8,124.04,127.665,121.8,1832978,2024-09-26 04:00:00,118.33899999999998,115.84039999999999,0.004291150514128317
2024-09-27,267931321.0,121.1469,123.97,121.4,124.03,119.26,1770303,2024-09-27 04:00:00,118.569,115.8466,-0.02128345694937117
2024-09-30,222685715.0,120.3221,118.31,121.44,121.5,118.15,1416361,2024-09-30 04:00:00,119.03500000000001,115.91680000000001,0.0003294892915979286
2024-10-01,297510364.0,117.8793,121.765,117.0,122.4351,115.79,2009216,2024-10-01 04:00:00,119.176,115.786,-0.0365612648221344
2024-10-02,220394466.0,118.2229,116.44,118.85,119.38,115.14,1327091,2024-10-02 04:00:00,119.724,115.7112,0.015811965811965756
2024-10-03,275663030.0,122.6224,120.92,122.85,124.36,120.3401,1713896,2024-10-03 04:00:00,120.22199999999998,115.8832,0.033655868742112016
2024-10-04,243231748.0,123.9866,124.94,124.92,125.04,121.83,1511279,2024-10-04 04:00:00,121.11399999999999,116.13600000000001,0.016849816849817012
2024-10-07,340796426.0,128.1445,124.99,127.72,130.64,124.95,2249929,2024-10-07 04:00:00,122.25999999999999,116.4292,0.022414345180915785
2024-10-08,282535038.0,131.9108,130.26,132.89,133.48,129.42,1852601,2024-10-08 04:00:00,123.46199999999999,116.85519999999998,0.04047917319135608
2024-10-09,243147858.0,132.7617,134.11,132.65,134.52,131.38,1577878,2024-10-09 04:00:00,124.376,117.43360000000001,-0.001806004966513508
2024-10-10,240714041.0,133.9045,131.91,134.81,135.0,131.0,1536608,2024-10-10 04:00:00,125.453,117.78939999999999,0.01628345269506215
2024-10-11,168873663.0,134.8551,134.01,134.8,135.78,133.66,1203688,2024-10-11 04:00:00,126.793,118.3012,-7.41784734069606e-05
2024-10-14,224602526.0,138.3656,136.47,138.07,139.6,136.3,1590531,2024-10-14 04:00:00,128.456,118.9172,0.024258160237388582
2024-10-15,372120889.0,132.4398,137.87,131.6,138.57,128.74,2604537,2024-10-15 04:00:00,129.916,119.5402,-0.04686028825957844
2024-10-16,262382205.0,134.4675,133.98,135.72,136.62,131.58,1616718,2024-10-16 04:00:00,131.603,120.1696,0.03130699088145894
2024-10-17,300715593.0,138.9764,139.34,136.93,140.89,136.87,1992471,2024-10-17 04:00:00,133.011,120.93,0.008915414087828033
2024-10-18,172997589.0,138.1025,138.665,138.0,138.9,137.28,1081427,2024-10-18 04:00:00,134.31900000000002,121.5906,0.007814211640984503
2024-10-21,261032187.0,141.4679,138.13,143.71,143.71,138.0,1781995,2024-10-21 04:00:00,135.918,122.3698,0.04137681159420303
2024-10-22,224891194.0,143.3132,142.91,143.59,144.42,141.78,1502869,2024-10-22 04:00:00,136.988,123.06119999999999,-0.0008350149606847213
2024-10-23,281616805.0,139.7055,142.03,139.56,142.43,137.46,1916889,2024-10-23 04:00:00,137.679,123.52960000000002,-0.02806602131067626
2024-10-24,170331532.0,139.9981,140.82,140.41,141.35,138.46,1226444,2024-10-24 04:00:00,138.239,123.9762,0.006090570364001069
2024-10-25,199161159.0,142.5583,140.93,141.54,144.13,140.8,1410829,2024-10-25 04:00:00,138.91299999999998,124.3498,0.00804785983904277
2024-10-28,167520099.0,141.1758,143.0,140.52,143.14,140.05,1258016,2024-10-28 04:00:00,139.158,124.66860000000001,-0.007206443408223739
2024-10-29,151620943.0,140.9896,140.285,141.25,142.2598,138.9,1162989,2024-10-29 04:00:00,140.123,124.8936,0.005194990037005409
2024-10-30,173108363.0,139.3017,139.54,139.335,140.33,136.81,1306138,2024-10-30 04:00:00,140.4845,125.1353,-0.013557522123893717
2024-10-31,263755833.0,133.7246,137.6,132.76,137.61,132.1106,1998813,2024-10-31 04:00:00,140.0675,125.22049999999999,-0.04718843076039769
2024-11-01,203091537.0,136.0279,134.7,135.4,137.31,134.57,1423892,2024-11-01 04:00:00,139.8075,125.45370000000001,0.019885507683037096
2024-11-04,185086007.0,137.4047,137.21,136.05,138.96,135.57,1369126,2024-11-04 05:00:00,139.04149999999998,125.5873,0.004800590841949726
2024-11-05,157688953.0,139.313,137.45,139.91,140.3701,137.33,1158103,2024-11-05 05:00:00,138.67350000000002,125.8563,0.028371922087467638
2024-11-06,237008829.0,144.5965,142.96,145.61,146.49,141.96,1849026,2024-11-06 05:00:00,139.2785,126.2025,0.040740476020298955
2024-11-07,199957957.0,147.9973,146.39,148.88,148.93,146.17,1460634,2024-11-07 05:00:00,140.12550000000002,126.6679,0.022457248815328512
2024-11-08,171956029.0,147.7028,148.77,147.63,149.77,146.26,1367136,2024-11-08 05:00:00,140.7345,127.26870000000001,-0.008396023643202577
2024-11-11,179228758.0,145.5668,148.68,145.26,148.85,143.57,1521336,2024-11-11 05:00:00,141.20850000000002,127.78650000000002,-0.01605364763259498
2024-11-12,193657762.0,147.9791,146.78,148.29,149.65,146.01,1464040,2024-11-12 05:00:00,141.9125,128.59230000000002,0.020859149111937203
2024-11-13,182678299.0,147.1498,149.07,146.27,149.33,145.9,1330793,2024-11-13 05:00:00,142.606,129.39350000000002,-0.013621956976195171
2024-11-14,188152423.0,147.3295,147.64,146.76,149.0,145.55,1304733,2024-11-14 05:00:00,144.006,130.1845,0.0033499692349763244
2024-11-15,248079941.0,142.3351,144.87,141.98,145.24,140.08,1862593,2024-11-15 05:00:00,144.664,130.9675,-0.0325701826110657
2024-11-18,216466599.0,139.6616,139.5,140.15,141.55,137.15,1762470,2024-11-18 05:00:00,145.074,131.6411,-0.01288913931539637
2024-11-19,224084187.0,144.5783,141.32,147.01,147.13,140.99,1571495,2024-11-19 05:00:00,145.784,132.4193,0.048947556189796515
2024-11-20,304732523.0,144.7035,147.41,145.89,147.56,142.73,2398809,2024-11-20 05:00:00,145.81199999999998,132.9989,-0.007618529351744785
2024-11-21,395864751.0,145.9564,149.35,146.67,152.89,140.7,2913552,2024-11-21 05:00:00,145.59099999999998,133.5495,0.005346493933785723
2024-11-22,232068315.0,142.8986,145.93,141.95,147.16,141.1,1870108,2024-11-22 05:00:00,145.023,134.0065,-0.03218108679348197
2024-11-25,314972791.0,137.3757,141.99,136.02,142.05,135.82,2405385,2024-11-25 05:00:00,144.099,134.3913,-0.041775272983444744
2024-11-26,186931044.0,137.0189,137.7,136.92,139.3,135.67,1421243,2024-11-26 05:00:00,142.962,134.8179,0.006616674018526503
2024-11-27,221904495.0,133.7373,135.01,135.34,137.22,131.8,1739244,2024-11-27 05:00:00,141.869,135.2573,-0.011539585159216936
2024-11-29,135827085.0,138.1501,136.78,138.25,139.35,136.05,904916,2024-11-29 05:00:00,141.018,135.6649,0.021501403871730496
2024-12-02,163961813.0,138.8918,138.83,138.63,140.45,137.825,1190729,2024-12-02 05:00:00,140.683,136.1175,0.0027486437613020165
2024-12-03,158521234.0,139.4004,138.26,140.26,140.54,137.95,1061983,2024-12-03 05:00:00,140.694,136.5975,0.011757916756834685
2024-12-04,218955288.0,143.6691,141.995,145.14,145.79,140.29,1465893,2024-12-04 05:00:00,140.507,137.0829,0.03479252816198475
2024-12-05,171582324.0,145.2429,145.11,145.06,146.54,143.95,1149095,2024-12-05 05:00:00,140.424,137.5139,-0.0005511919525973408
2024-12-06,179951412.0,143.1441,144.6,142.44,145.7,141.31,1299130,2024-12-06 05:00:00,140.001,137.8819,-0.018061491796498075
2024-12-09,180194359.0,138.8311,138.97,138.81,139.95,137.13,1525627,2024-12-09 05:00:00,139.68699999999998,138.2301,-0.02548441449031169
